Absolute Time	Seconds	R_CenterX	R_CenterY	R_Area	R_RadiusRotated1	R_RadiusRotated2	R_AreaDiff	R_RadiusX	R_RadiusY	R_RadiusSum	R_RadiusDiff	PyroTemp	Htr_Uctrl	Htr_U	Htr_I	Htr_FREQ	Pos_Uctrl	Pos_U	Pos_I	Pos_FREQ	Lin.Drive	Cycle	Step	PS_UHV	PS_1	PS_2	Exp#	Pos_On	Htr_On	H_HF_On	Rot Pos	AxMirror	RadMirror	GasValCFG	PumpSpeed	Emmis.	HCE_Cycle
hh:mm:ss.xxxx		[Pixel]	[Pixel]						[Pixel]	[Pixel]	[Pixel]	degC	V	V	A	Hz	V	V	A	Hz	mm				mbar	mbar											
02:06:17.7890	7577.789	317.25604	269.67419	140334.57813	222.79964	183.06776	29304.70313	190.98094	233.84341	424.82434	-42.86247	1593.59998	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.7915	7577.792	314.37799	267.40295	140033.51563	216.55562	186.78604	22664.90234	194.98415	231.89804	426.88220	-36.91389	1593.59998	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.7940	7577.794	313.34845	266.73706	142323.54688	212.30315	199.89758	13152.73828	208.12379	222.87631	431.00012	-14.75252	1590.80005	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.7965	7577.797	314.24234	268.27979	146107.59375	201.59435	221.87836	15767.14844	219.68672	213.89859	433.58533	5.78813	1590.80005	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.7990	7577.799	316.91470	270.98621	149723.82813	196.01936	244.15321	23489.87695	226.29842	199.04465	425.34308	27.25377	1590.80005	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8015	7577.802	316.86124	272.95068	148590.87500	186.16454	252.35411	30903.53320	229.11102	188.84206	417.95306	40.26897	1590.80005	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8040	7577.804	315.20862	275.83109	147871.57813	186.45734	248.82497	32640.79492	230.51517	186.77455	417.28973	43.74062	1590.19995	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8065	7577.807	311.86353	274.22903	151982.70313	200.51572	244.83884	28107.04492	233.21075	192.64253	425.85327	40.56822	1590.19995	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8090	7577.809	310.49780	269.95184	156217.92188	214.33275	234.64491	25477.41016	232.82919	206.84497	439.67416	25.98422	1590.19995	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8115	7577.812	311.44565	265.24924	154035.35938	223.49026	218.29514	23294.83594	225.44463	216.64705	442.09167	8.79758	1590.19995	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8140	7577.814	312.47009	264.69516	147025.70313	225.96205	195.01660	22042.08398	213.89336	222.91022	436.80359	-9.01686	1592.00000	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8165	7577.817	314.86636	265.29739	140073.54688	222.07924	179.19270	28496.24219	200.59178	228.17114	428.76294	-27.57936	1592.00000	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8190	7577.819	313.54706	264.94049	137531.78125	220.34644	177.44510	29846.17969	192.55774	231.25841	423.81616	-38.70067	1592.00000	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8215	7577.822	310.56110	263.84937	138935.25000	218.22466	183.54034	24154.77539	195.01979	230.67378	425.69357	-35.65399	1592.00000	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8240	7577.824	307.48267	261.96988	140771.37500	212.16020	195.54594	13391.75879	205.18257	226.03047	431.21304	-20.84790	1589.90002	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
02:06:17.8265	7577.827	307.87778	262.58920	144322.09375	200.32097	217.20461	14234.87598	215.77873	219.91747	435.69620	-4.13873	1589.90002	0.00168	20.44116	1.25743	372188.87500	9.76837	132.99406	14.39152	147817.50000	152.13309	5.00000	16.00000	10.02100	355.47318	355.37796	2.00000	1.00000	1.00000	1.00000	14.00000	22.00000	4.00000	0.00000	0.09876	0.25000	5.00000
