Absolute Time	Seconds	R_CenterX	R_CenterY	R_Area	R_RadiusRotated1	R_RadiusRotated2	R_AreaDiff	R_RadiusX	R_RadiusY	R_RadiusSum	R_RadiusDiff	PyroTemp	Htr_Uctrl	Htr_U	Htr_I	Htr_FREQ	Pos_Uctrl	Pos_U	Pos_I	Pos_FREQ	Lin.Drive	Cycle	Emmis.	HCE_Cycle
hh:mm:ss.xxxx		[Pixel]	[Pixel]						[Pixel]	[Pixel]	[Pixel]	degC	V	V	A	Hz	V	V	A	Hz	mm			
22:38:49.3255	81529.326	314.91489	267.08124	136323.40625	203.63080	215.33904	6527.59521	210.95564	201.89644	412.85208	9.05920	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3280	81529.328	315.28793	267.41492	136561.01563	204.19058	215.47305	6359.07471	210.57965	202.28679	412.86646	8.29286	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3305	81529.331	314.73376	267.62628	136096.03125	203.78590	214.59787	5945.84521	209.74248	202.96519	412.70767	6.77728	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3330	81529.333	315.16895	267.51831	136255.09375	203.80124	214.66237	5888.07227	209.57109	203.48395	413.05505	6.08714	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3355	81529.336	314.58789	268.10812	135703.39063	203.53297	213.86662	5894.52783	209.43346	203.05324	412.48669	6.38022	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3380	81529.338	315.33383	267.94040	136082.37500	203.90984	214.53117	5932.73877	209.69431	202.85797	412.55228	6.83633	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3405	81529.341	315.82776	268.24951	136204.87500	204.41887	214.83299	6291.88135	210.29636	201.86032	412.15668	8.43604	1580.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3430	81529.343	315.59790	268.90909	135805.82813	203.79005	214.35712	6819.54980	211.07323	200.78807	411.86130	10.28516	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3455	81529.346	315.39621	268.54196	135761.51563	203.32999	214.62340	6647.32520	210.97632	200.97536	411.95166	10.00096	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3480	81529.348	314.99802	268.83905	135584.93750	202.85437	214.52277	6759.94043	211.19870	200.82825	412.02695	10.37045	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3505	81529.351	315.57196	269.25214	135916.37500	203.49889	214.97310	6933.89453	211.51309	200.42055	411.93365	11.09254	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3530	81529.353	315.63254	269.27551	136081.65625	203.61784	215.16106	6656.25488	211.21828	201.02614	412.24442	10.19214	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3555	81529.356	315.42755	269.28790	136018.75000	203.15993	214.91182	6261.72119	210.51903	202.10509	412.62411	8.41394	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3580	81529.358	315.82538	269.45532	136299.07813	203.81247	214.99664	5991.98584	210.12451	202.58299	412.70752	7.54152	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3605	81529.361	315.92993	269.61368	136270.87500	204.00078	214.83502	5814.08203	209.71104	202.97186	412.68292	6.73918	1579.90002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3630	81529.363	316.31271	270.00232	136270.51563	204.23579	214.60028	5807.20264	209.49217	203.09000	412.58215	6.40218	1580.00000	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3655	81529.366	316.15701	270.03220	136139.25000	204.05550	214.48421	5671.58936	209.26060	203.18671	412.44733	6.07390	1580.00000	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3680	81529.368	315.95749	270.17828	135774.89063	203.75232	213.99640	5765.21924	209.40454	202.74110	412.14563	6.66344	1580.00000	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3705	81529.371	316.55292	270.44516	136061.29688	203.90356	214.54419	6220.06738	210.21600	202.01463	412.23065	8.20137	1580.00000	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3730	81529.373	316.13773	270.29620	135679.76563	203.19737	214.15694	6218.01172	210.27444	201.82161	412.09607	8.45284	1579.40002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3755	81529.376	316.22137	270.62686	135637.25000	203.50056	214.25847	6416.45605	210.65198	200.90279	411.55475	9.74919	1579.40002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3780	81529.378	315.89200	270.80157	135546.68750	203.18474	214.31407	6504.43213	210.86172	200.75227	411.61401	10.10945	1579.40002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3805	81529.381	316.33115	270.87668	135893.43750	203.30635	214.77235	6565.81885	211.07921	200.93439	412.01361	10.14482	1579.40002	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3830	81529.383	316.32239	270.67667	136040.20313	203.21428	215.06152	6282.05811	210.72377	201.67149	412.39526	9.05228	1579.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3855	81529.386	315.49319	270.65268	135638.43750	202.11298	214.32338	5920.41602	209.89662	203.05034	412.94696	6.84628	1579.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3880	81529.388	316.88858	271.24695	136393.93750	204.10838	215.15105	6068.66455	210.29073	202.23190	412.52264	8.05882	1579.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3905	81529.391	316.78317	270.94449	136285.50000	203.73698	214.81979	5656.32129	209.48840	203.34206	412.83044	6.14635	1579.80005	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3930	81529.393	316.77133	271.48026	135958.07813	203.98778	214.06390	5700.57080	209.30469	202.99352	412.29822	6.31117	1579.59998	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3955	81529.396	316.69916	271.24359	135863.51563	203.35529	214.00595	5608.03613	209.10422	203.52855	412.63275	5.57567	1579.59998	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.3980	81529.398	316.18765	271.38550	135454.65625	203.30830	213.46367	5433.50928	208.89487	203.18558	412.08044	5.70929	1579.59998	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.4005	81529.401	316.85361	271.50189	135762.10938	203.46741	214.08365	5937.93799	209.75835	202.44077	412.19910	7.31758	1579.59998	0.00031	20.44464	1.25544	372099.12500	5.20989	76.21380	8.86054	147937.96875	152.12892	1.00000	0.25000	1.00000
22:38:49.4030	81529.403	316.03183	271.16425	135424.37500	203.01923	213.85489	5533.48730	209.35542	202.61632	411.97174	6.73911	1580.30005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4055	81529.406	316.98557	271.63135	135890.42188	203.71176	214.77783	6400.03564	210.73375	200.99873	411.73248	9.73502	1580.30005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4080	81529.408	316.59308	271.48318	135645.03125	202.89134	214.53430	6426.08057	210.76050	201.28249	412.04297	9.47801	1580.30005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4105	81529.411	317.51367	271.91098	136271.57813	204.00238	215.40370	6718.32764	211.38197	200.67419	412.05615	10.70778	1580.30005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4130	81529.413	317.36258	272.03366	136164.03125	203.68053	215.20035	6670.53467	211.19579	201.00259	412.19836	10.19319	1581.40002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4155	81529.416	317.01147	271.63577	136107.40625	203.35703	214.99370	6112.56299	210.40224	202.16551	412.56775	8.23672	1581.40002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4180	81529.418	317.35706	271.95889	136233.06250	203.64136	214.91948	6083.56445	210.18803	202.52306	412.71109	7.66498	1581.40002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4205	81529.421	316.73422	271.70090	135877.03125	203.00639	214.23926	5561.84180	209.28809	203.71355	413.00165	5.57454	1581.40002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4230	81529.423	316.82465	271.64774	135821.32813	203.12573	214.08353	5477.34912	208.97629	203.90221	412.87848	5.07408	1580.50000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4255	81529.426	317.40369	271.75378	136187.28125	204.55063	214.63078	5377.66602	208.93871	203.25699	412.19568	5.68172	1580.50000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4280	81529.428	318.06070	271.43628	136420.35938	204.44164	215.00800	5730.64258	209.46034	203.15346	412.61380	6.30688	1580.50000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4305	81529.431	317.18741	271.55963	135683.51563	203.35754	213.94678	5744.91846	209.48593	202.82936	412.31531	6.65657	1580.50000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4330	81529.433	317.41672	271.71426	135894.03125	203.85681	214.51888	6127.83057	210.30328	201.75572	412.05902	8.54756	1581.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4355	81529.436	317.01498	271.60217	135648.57813	202.91437	214.44139	6366.24219	210.57561	201.67288	412.24847	8.90273	1581.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4380	81529.438	316.99493	271.58551	135681.56250	202.93445	214.67044	6510.84570	210.86429	201.24719	412.11148	9.61710	1581.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4405	81529.441	316.70450	271.65714	135634.46875	202.98988	214.61450	6335.74561	210.67160	201.35783	412.02942	9.31377	1581.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4430	81529.443	317.17212	271.65369	135911.53125	203.09944	214.93350	6503.69141	210.97063	201.54967	412.52029	9.42096	1583.00000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4455	81529.446	317.67206	271.52728	136383.20313	204.03949	215.43622	6303.41406	210.82674	201.75659	412.58331	9.07014	1583.00000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4480	81529.448	317.97702	271.65189	136446.32813	204.39809	215.15669	6255.03418	210.57385	202.05302	412.62689	8.52083	1583.00000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4505	81529.451	316.88589	271.12631	135897.78125	203.22432	214.36528	5646.27246	209.50613	203.45287	412.95898	6.05327	1583.00000	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4530	81529.453	317.28961	271.10342	135887.71875	203.44069	214.12239	5656.61377	209.31879	203.55533	412.87411	5.76346	1581.19995	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4555	81529.456	317.73016	271.16629	136189.06250	204.15660	214.63831	5829.45410	209.62144	203.05748	412.67892	6.56396	1581.19995	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4580	81529.458	317.67258	270.53345	136173.10938	204.04088	214.73296	5599.25635	209.38281	203.31784	412.70065	6.06497	1581.19995	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4605	81529.461	317.26904	271.12384	135514.45313	203.50650	213.69427	6032.59375	209.86736	202.35045	412.21780	7.51691	1581.19995	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4630	81529.463	317.54114	270.51312	135913.85938	203.61812	214.71394	6151.56055	210.33348	202.10419	412.43768	8.22929	1582.09998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4655	81529.466	317.28787	270.56232	135732.59375	203.38765	214.61497	6413.27783	210.82204	201.38232	412.20435	9.43971	1582.09998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4680	81529.468	317.54758	270.67996	135859.84375	203.32715	214.88924	6826.48877	211.40028	200.97177	412.37207	10.42851	1582.09998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4705	81529.471	317.09003	270.49423	135738.34375	203.28099	214.83374	6570.58350	211.10905	201.08249	412.19153	10.02657	1582.09998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4730	81529.473	316.37213	269.89255	135451.54688	202.08270	214.35970	6367.97266	210.67659	202.29979	412.97638	8.37680	1582.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4755	81529.476	317.21402	270.00043	136182.96875	203.36362	215.43080	6427.08057	210.98930	201.99202	412.98132	8.99728	1582.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4780	81529.478	317.40945	269.91928	136096.76563	203.37032	214.87915	6284.85645	210.58034	202.56671	413.14703	8.01363	1582.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4805	81529.481	317.82047	270.16742	136152.50000	203.93024	214.66304	6427.52148	210.60576	202.35327	412.95905	8.25249	1582.80005	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4830	81529.483	317.31277	269.57458	135968.92188	203.96021	214.41483	5794.12988	209.58644	203.13084	412.71729	6.45560	1580.59998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4855	81529.486	316.53452	269.30524	135427.64063	202.96317	213.62564	5661.38086	209.21548	203.66925	412.88474	5.54623	1580.59998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4880	81529.488	317.80746	269.54062	136121.75000	204.21169	214.72798	6318.11084	210.32970	202.34651	412.67621	7.98318	1580.59998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4905	81529.491	316.94327	268.99847	135556.09375	203.47353	214.02646	5938.96045	209.87740	202.61090	412.48828	7.26649	1580.59998	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4930	81529.493	317.25684	269.27121	135638.34375	203.66568	214.37599	6566.46094	210.77626	201.36569	412.14197	9.41057	1580.90002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4955	81529.496	317.16165	269.08060	135603.93750	203.58896	214.51146	6769.08545	211.19968	200.81578	412.01544	10.38390	1580.90002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.4980	81529.498	317.58148	268.96741	135918.31250	204.05522	214.98380	7011.00635	211.68991	200.37643	412.06635	11.31348	1580.90002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.5005	81529.501	317.22705	268.61594	135811.64063	203.18300	215.05890	7053.27930	211.79195	200.80524	412.59717	10.98671	1580.90002	0.00031	20.44812	1.25544	372104.40625	5.20989	76.21380	8.85975	147937.37500	152.12892	1.00000	0.25000	1.00000
22:38:49.5030	81529.503	316.46240	267.96414	135631.53125	202.70403	214.94844	6497.72119	211.00790	201.76886	412.77676	9.23904	1581.19995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5055	81529.506	315.86084	267.92004	135249.14063	202.01718	214.06982	6350.93604	210.57439	202.59039	413.16479	7.98399	1581.19995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5080	81529.508	316.99042	268.09985	136040.90625	203.75465	215.07533	6470.18359	210.88441	201.96960	412.85400	8.91481	1581.19995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5105	81529.511	316.43784	267.75320	135617.10938	203.51797	214.16905	5895.04297	209.84084	202.82248	412.66333	7.01836	1581.19995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5130	81529.513	317.27939	267.66562	135904.89063	203.58205	214.50630	6437.64453	210.35219	202.93571	413.28790	7.41647	1578.69995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5155	81529.516	317.28482	267.72806	135876.43750	204.18343	214.21262	6385.45361	210.35989	202.36830	412.72821	7.99159	1578.69995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5180	81529.518	317.31067	266.82132	136046.17188	203.92595	214.93692	6265.01318	210.15581	202.87712	413.03293	7.27869	1578.69995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5205	81529.521	316.72037	266.55585	135701.45313	203.63852	214.58493	6125.78467	210.00162	202.64931	412.65094	7.35231	1578.69995	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5230	81529.523	316.22781	266.57242	135211.90625	202.72002	214.01004	6407.54346	210.53816	202.02663	412.56479	8.51154	1578.59998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5255	81529.526	315.56128	266.30252	134866.28125	201.89496	213.79640	6534.74561	210.70897	201.96069	412.66968	8.74828	1578.59998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5280	81529.528	316.35760	266.57492	135385.21875	202.92264	214.59509	6975.28613	211.58058	200.71127	412.29187	10.86931	1578.59998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5305	81529.531	316.17538	266.38504	135421.62500	202.83270	214.69868	7023.16211	211.71645	200.70894	412.42538	11.00751	1578.59998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5330	81529.533	316.76294	266.52139	135764.04688	203.24057	214.87378	7159.44824	211.96027	200.54132	412.50159	11.41895	1578.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5355	81529.536	315.92822	265.91663	135582.04688	202.95541	214.66588	6425.10156	211.04037	201.67947	412.71985	9.36090	1578.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5380	81529.538	315.81445	265.90714	135390.50000	202.93915	213.89191	6297.52002	210.66557	202.15712	412.82269	8.50845	1578.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5405	81529.541	316.02148	265.69968	135653.78125	203.65134	214.51665	6275.41602	210.49240	202.28040	412.77280	8.21201	1578.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5430	81529.543	315.67590	265.37610	135438.93750	202.70482	214.46210	6448.64600	210.42445	202.78310	413.20755	7.64136	1576.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5455	81529.546	315.45975	265.03107	135227.54688	202.97995	213.87576	6143.61084	209.88759	202.94405	412.83163	6.94354	1576.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5480	81529.548	315.67154	264.71783	135334.06250	202.80852	214.18886	6305.26611	210.22520	202.83881	413.06403	7.38640	1576.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5505	81529.551	315.88324	264.68924	135366.59375	203.55321	214.09039	6327.21143	210.37619	202.00075	412.37695	8.37544	1576.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5530	81529.553	316.43176	264.84711	135535.09375	203.43977	214.52658	7083.74219	211.48543	200.99931	412.48474	10.48611	1576.09998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5555	81529.556	315.15839	263.87827	135176.85938	202.11618	214.52261	6530.03711	210.92892	201.81369	412.74261	9.11523	1576.09998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5580	81529.558	315.42117	264.53455	135173.40625	202.70375	214.52359	7149.91113	211.76833	200.47516	412.24347	11.29317	1576.09998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5605	81529.561	315.63113	264.04401	135521.98438	203.27039	214.85280	6924.31299	211.70613	200.44403	412.15015	11.26210	1576.09998	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5630	81529.563	315.75110	264.12259	135830.34375	203.59854	215.32141	7010.07715	211.86583	200.41603	412.28186	11.44980	1575.80005	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5655	81529.566	315.03168	264.19522	135288.54688	203.03316	214.26202	6760.74463	211.28185	200.96039	412.24225	10.32146	1575.80005	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5680	81529.568	314.80051	263.68225	135273.67188	202.52077	214.16261	6516.03613	210.88057	202.08977	412.97034	8.79080	1575.80005	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5705	81529.571	314.44781	263.36188	135209.79688	202.64005	213.99373	6156.78857	210.29550	202.64537	412.94086	7.65013	1575.80005	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5730	81529.573	315.07361	263.22437	135750.00000	203.14474	215.20967	6463.20020	210.45392	202.69084	413.14478	7.76308	1574.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5755	81529.576	314.63467	263.25043	135429.64063	203.08322	214.63483	6264.26953	210.17041	202.60828	412.77869	7.56213	1574.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
22:38:49.5780	81529.578	314.78864	263.47836	135391.10938	203.71378	214.32927	6411.39893	210.33067	201.88202	412.21271	8.44865	1574.50000	0.00015	20.43072	1.25694	372120.93750	5.20989	76.21145	8.85922	147937.06250	152.12892	1.00000	0.25000	1.00000
